,metric,info_clf,mean_accuracy,std_accuracy,mean_sensitivity,std_sensitivity,mean_specificity,std_specificity,mean_auc,std_auc,mean_precision,std_precision,mean_recall,std_recall,mean_f1,std_f1,best_params.C,best_params.kernel
5,"('MED1', 'MED2', 'MED3', 'MED4', 'MED5', 'MED6', 'MED9', 'MED10')",svm,85.7777777777778,2.170509412813294,76.0,3.794733192202055,95.5,2.867926079939997,0.36,0.11476062042355818,96.00000000000001,2.5298221281347026,76.0,3.794733192202055,84.05555555555557,3.794733192202055,1,linear
0,"('MED1', 'MED2', 'MED3', 'MED4', 'MED5', 'MED6', 'MED7', 'MED8')",svm,84.7777777777778,2.1832697191750414,74.0,4.049691346263318,95.5,2.867926079939997,0.487,0.12293128161700746,96.00000000000001,2.5298221281347026,74.0,4.049691346263318,82.66666666666667,4.049691346263318,1,linear
30,"('MED1', 'MED3', 'MED4', 'MED5', 'MED6', 'MED7', 'MED9', 'MED10')",svm,84.7777777777778,2.601281735350223,74.0,4.049691346263318,95.5,2.867926079939997,0.539,0.12670003946329297,95.5,2.8679260799399966,74.0,4.049691346263318,82.72222222222221,4.049691346263318,1,linear
2,"('MED1', 'MED2', 'MED3', 'MED4', 'MED5', 'MED6', 'MED7', 'MED10')",svm,84.7777777777778,2.601281735350223,74.0,4.049691346263318,95.5,2.867926079939997,0.34700000000000003,0.12083087353818145,95.5,2.8679260799399966,74.0,4.049691346263318,82.72222222222221,4.049691346263318,1,linear
3,"('MED1', 'MED2', 'MED3', 'MED4', 'MED5', 'MED6', 'MED8', 'MED9')",svm,84.7777777777778,2.1832697191750414,74.0,4.049691346263318,95.5,2.867926079939997,0.5555,0.13138578690254132,96.00000000000001,2.5298221281347026,74.0,4.049691346263318,82.66666666666667,4.049691346263318,1,linear
6,"('MED1', 'MED2', 'MED3', 'MED4', 'MED5', 'MED7', 'MED8', 'MED9')",svm,84.7777777777778,2.1832697191750414,74.0,4.049691346263318,95.5,2.867926079939997,0.641,0.12267395811662718,96.00000000000001,2.5298221281347026,74.0,4.049691346263318,82.66666666666667,4.049691346263318,1,linear
24,"('MED1', 'MED2', 'MED4', 'MED5', 'MED6', 'MED8', 'MED9', 'MED10')",svm,83.77777777777779,2.573367875415838,72.0,5.059644256269407,95.5,2.867926079939997,0.6479999999999999,0.12195736960102083,96.00000000000001,2.5298221281347026,72.0,5.059644256269407,80.88095238095238,5.059644256269407,1,linear
17,"('MED1', 'MED2', 'MED3', 'MED5', 'MED6', 'MED7', 'MED9', 'MED10')",svm,83.77777777777779,2.573367875415838,74.0,4.049691346263318,93.5,3.1662280397975118,0.225,0.09190484209224234,93.50000000000001,3.1662280397975118,74.0,4.049691346263318,81.83333333333334,4.049691346263318,1,linear
16,"('MED1', 'MED2', 'MED3', 'MED5', 'MED6', 'MED7', 'MED8', 'MED10')",svm,83.77777777777779,2.149935399546279,74.0,4.049691346263318,93.5,3.1662280397975118,0.5529999999999999,0.130797935763528,94.0,2.898275349237887,74.0,4.049691346263318,81.7777777777778,4.049691346263318,1,linear
28,"('MED1', 'MED3', 'MED4', 'MED5', 'MED6', 'MED7', 'MED8', 'MED9')",svm,83.77777777777779,2.149935399546279,74.0,4.049691346263318,93.5,3.1662280397975118,0.6449999999999999,0.12115485958062103,94.0,2.898275349237887,74.0,4.049691346263318,81.7777777777778,4.049691346263318,1,linear
23,"('MED1', 'MED2', 'MED4', 'MED5', 'MED6', 'MED7', 'MED9', 'MED10')",svm,83.77777777777779,1.619327706865482,80.0,4.0,86.99999999999999,3.4058772731852796,0.34700000000000003,0.11963318937485533,88.90476190476193,2.916875599902423,80.0,4.0,83.09945609945612,4.0,10,linear
1,"('MED1', 'MED2', 'MED3', 'MED4', 'MED5', 'MED6', 'MED7', 'MED9')",svm,83.77777777777779,2.573367875415838,72.0,4.1952353926806065,95.5,2.867926079939997,0.613,0.12374207045301931,95.5,2.8679260799399966,72.0,4.1952353926806065,81.33333333333333,4.1952353926806065,1,linear
9,"('MED1', 'MED2', 'MED3', 'MED4', 'MED5', 'MED8', 'MED9', 'MED10')",svm,83.77777777777779,2.573367875415838,72.0,5.059644256269407,95.5,2.867926079939997,0.491,0.12040307305048323,96.00000000000001,2.5298221281347026,72.0,5.059644256269407,80.88095238095238,5.059644256269407,1,linear
8,"('MED1', 'MED2', 'MED3', 'MED4', 'MED5', 'MED7', 'MED9', 'MED10')",svm,83.77777777777779,2.936362072739366,72.0,5.059644256269407,95.5,2.867926079939997,0.5730000000000001,0.12427429339972124,95.5,2.8679260799399966,72.0,5.059644256269407,80.93650793650792,5.059644256269407,1,linear
7,"('MED1', 'MED2', 'MED3', 'MED4', 'MED5', 'MED7', 'MED8', 'MED10')",svm,83.77777777777779,2.573367875415838,72.0,5.059644256269407,95.5,2.867926079939997,0.6609999999999999,0.11817317800584022,96.00000000000001,2.5298221281347026,72.0,5.059644256269407,80.88095238095238,5.059644256269407,1,linear
4,"('MED1', 'MED2', 'MED3', 'MED4', 'MED5', 'MED6', 'MED8', 'MED10')",svm,83.77777777777779,2.149935399546279,74.0,4.049691346263318,93.5,3.1662280397975118,0.7227499999999999,0.10245636266235494,94.0,2.898275349237887,74.0,4.049691346263318,81.7777777777778,4.049691346263318,1,linear
32,"('MED1', 'MED3', 'MED4', 'MED5', 'MED7', 'MED8', 'MED9', 'MED10')",svm,82.77777777777779,2.5055493963954847,72.0,5.059644256269407,93.5,3.1662280397975118,0.581,0.12786281711271655,94.0,2.898275349237887,72.0,5.059644256269407,79.9920634920635,5.059644256269407,1,linear
31,"('MED1', 'MED3', 'MED4', 'MED5', 'MED6', 'MED8', 'MED9', 'MED10')",svm,82.77777777777779,2.5055493963954847,72.0,5.059644256269407,93.5,3.1662280397975118,0.49300000000000005,0.12278477104266634,94.0,2.898275349237887,72.0,5.059644256269407,79.9920634920635,5.059644256269407,1,linear
29,"('MED1', 'MED3', 'MED4', 'MED5', 'MED6', 'MED7', 'MED8', 'MED10')",svm,82.77777777777779,2.5055493963954847,72.0,4.1952353926806065,93.5,3.1662280397975118,0.553,0.11750787207672513,93.50000000000001,3.1662280397975118,72.0,4.1952353926806065,80.44444444444444,4.1952353926806065,1,linear
25,"('MED1', 'MED2', 'MED4', 'MED5', 'MED7', 'MED8', 'MED9', 'MED10')",svm,82.77777777777779,2.0682789409984763,78.0,5.253570214625479,86.99999999999999,3.4058772731852796,0.41,0.12646738710039043,88.90476190476193,2.916875599902423,78.0,5.253570214625479,81.31374181374183,5.253570214625479,10,linear
35,"('MED1', 'MED4', 'MED5', 'MED6', 'MED7', 'MED8', 'MED9', 'MED10')",svm,82.77777777777779,2.0682789409984763,80.0,2.8284271247461903,85.0,3.162277660168379,0.642,0.12041428486687115,86.07142857142858,2.9816616378202565,80.0,2.8284271247461903,82.56410256410257,2.8284271247461903,10,linear
