,metric,info_clf,mean_accuracy,std_accuracy,mean_sensitivity,std_sensitivity,mean_specificity,std_specificity,mean_auc,std_auc,mean_precision,std_precision,mean_recall,std_recall,mean_f1,std_f1,best_params.C,best_params.kernel
9,"('MED1', 'MED3', 'MED5')",svm,85.7777777777778,2.170509412813294,80.0,4.0,90.99999999999999,3.521363372331802,0.905,0.03037268509697488,92.57142857142858,2.919323377015954,80.0,4.0,84.8974358974359,4.0,10.0,linear
0,"('MED1', 'MED2', 'MED3')",svm,84.7777777777778,1.6633299933166195,78.0,4.427188724235731,90.99999999999999,3.521363372331802,0.9160000000000001,0.027971413979275342,92.90476190476191,2.790045473015914,78.0,4.427188724235731,83.48834498834499,4.427188724235731,10.0,linear
18,"('MED1', 'MED4', 'MED8')",svm,84.7777777777778,1.6633299933166195,80.0,4.0,89.0,3.521363372331802,0.909,0.028651352498616885,90.90476190476193,2.923398451015762,80.0,4.0,83.988344988345,4.0,10.0,linear
28,"('MED1', 'MED6', 'MED9')",svm,84.7777777777778,2.601281735350223,78.0,5.253570214625479,90.99999999999999,3.521363372331802,0.833,0.08464100661027135,92.57142857142858,2.919323377015954,78.0,5.253570214625479,83.11172161172162,5.253570214625479,10.0,linear
6,"('MED1', 'MED2', 'MED9')",svm,84.7777777777778,2.1832697191750414,80.0,4.0,89.0,3.521363372331802,0.921,0.028016066818880907,90.5714285714286,3.025065356015182,80.0,4.0,84.00854700854701,4.0,10.0,linear
23,"('MED1', 'MED5', 'MED8')",svm,84.7777777777778,2.601281735350223,78.0,5.253570214625479,90.99999999999999,3.521363372331802,0.905,0.03191394679446589,92.57142857142858,2.919323377015954,78.0,5.253570214625479,83.11172161172162,5.253570214625479,10.0,linear
19,"('MED1', 'MED4', 'MED9')",svm,84.7777777777778,2.601281735350223,80.0,5.65685424949238,89.0,3.521363372331802,0.901,0.02822941728056036,90.90476190476193,2.923398451015762,80.0,5.65685424949238,83.31374181374181,5.65685424949238,10.0,linear
13,"('MED1', 'MED3', 'MED9')",svm,84.7777777777778,2.1832697191750414,82.0,4.42718872423573,86.99999999999999,3.4058772731852796,0.909,0.028651352498616885,88.90476190476193,2.916875599902423,82.0,4.42718872423573,84.21056721056722,4.42718872423573,10.0,linear
15,"('MED1', 'MED4', 'MED5')",svm,84.7777777777778,2.1832697191750414,82.0,4.42718872423573,86.99999999999999,3.4058772731852796,0.9100000000000001,0.02580697580112788,88.90476190476193,2.916875599902423,82.0,4.42718872423573,84.21056721056722,4.42718872423573,10.0,linear
35,"('MED1', 'MED9', 'MED10')",svm,83.7777777777778,2.14993539954628,76.0,4.732863826479692,90.99999999999999,3.521363372331802,0.503,0.13510033308619188,92.57142857142858,2.919323377015954,76.0,4.732863826479692,82.0006105006105,4.732863826479692,10.0,linear
24,"('MED1', 'MED5', 'MED9')",svm,83.7777777777778,2.14993539954628,76.0,4.732863826479692,90.99999999999999,3.521363372331802,0.909,0.030280356668969406,92.57142857142858,2.919323377015954,76.0,4.732863826479692,82.0006105006105,4.732863826479692,10.0,linear
10,"('MED1', 'MED3', 'MED6')",svm,83.7777777777778,2.5733678754158382,76.0,6.196773353931866,90.99999999999999,3.521363372331802,0.16200000000000003,0.06095572163464231,92.90476190476191,2.790045473015914,76.0,6.196773353931866,81.30580530580531,6.196773353931866,10.0,linear
11,"('MED1', 'MED3', 'MED7')",svm,83.7777777777778,2.14993539954628,76.0,4.732863826479692,90.99999999999999,3.521363372331802,0.76,0.10023971268913333,92.57142857142858,2.919323377015954,76.0,4.732863826479692,82.0006105006105,4.732863826479692,10.0,linear
14,"('MED1', 'MED3', 'MED10')",svm,83.7777777777778,2.5733678754158382,76.0,6.196773353931866,90.99999999999999,3.521363372331802,0.15800000000000003,0.05840890343089827,92.90476190476191,2.790045473015914,76.0,6.196773353931866,81.30580530580531,6.196773353931866,10.0,linear
27,"('MED1', 'MED6', 'MED8')",svm,83.77777777777779,2.573367875415838,78.0,5.253570214625479,89.0,3.521363372331802,0.8370000000000001,0.077253478886067,90.5714285714286,3.025065356015182,78.0,5.253570214625479,82.22283272283273,5.253570214625479,10.0,linear
21,"('MED1', 'MED5', 'MED6')",svm,83.77777777777779,2.14993539954628,76.0,4.732863826479692,90.99999999999999,3.521363372331802,0.15200000000000002,0.058391780243455496,92.57142857142858,2.919323377015954,76.0,4.732863826479692,82.00061050061052,4.732863826479692,10.0,linear
29,"('MED1', 'MED6', 'MED10')",svm,83.77777777777779,2.9363620727393656,78.0,5.253570214625479,89.0,3.521363372331802,0.15800000000000003,0.05840890343089827,89.57142857142857,3.6130589548660654,78.0,5.253570214625479,82.37723387723388,5.253570214625479,10.0,linear
4,"('MED1', 'MED2', 'MED7')",svm,83.77777777777779,1.619327706865482,76.0,3.794733192202055,90.99999999999999,3.521363372331802,0.804,0.08698505618783033,92.57142857142858,2.919323377015954,76.0,3.794733192202055,82.39743589743591,3.794733192202055,10.0,linear
12,"('MED1', 'MED3', 'MED8')",svm,83.77777777777779,2.573367875415838,72.0,5.059644256269407,95.5,2.867926079939997,0.917,0.02653488270183231,96.00000000000001,2.5298221281347026,72.0,5.059644256269407,80.88095238095238,5.059644256269407,1.0,linear
16,"('MED1', 'MED4', 'MED6')",svm,83.77777777777779,2.14993539954628,76.0,4.732863826479692,90.99999999999999,3.521363372331802,0.16200000000000003,0.06095572163464231,92.57142857142858,2.919323377015954,76.0,4.732863826479692,82.00061050061052,4.732863826479692,10.0,linear
8,"('MED1', 'MED3', 'MED4')",svm,83.77777777777779,2.573367875415838,80.0,4.0,86.99999999999999,3.4058772731852796,0.917,0.026534882701832324,88.07142857142858,3.1720237536748597,80.0,4.0,83.17521367521368,4.0,10.0,linear
2,"('MED1', 'MED2', 'MED5')",svm,83.77777777777779,2.573367875415838,77.99999999999999,4.427188724235731,89.0,3.521363372331802,0.9100000000000001,0.02929163703175362,90.07142857142858,3.2300407528862727,77.99999999999999,4.427188724235731,82.67521367521368,4.427188724235731,10.0,linear
5,"('MED1', 'MED2', 'MED8')",svm,83.77777777777779,1.619327706865482,78.0,3.405877273185281,89.0,3.521363372331802,0.917,0.027131162894354532,90.5714285714286,3.025065356015182,78.0,3.405877273185281,82.8974358974359,3.405877273185281,10.0,linear
3,"('MED1', 'MED2', 'MED6')",svm,83.77777777777779,2.14993539954628,76.0,5.513619500836088,90.99999999999999,3.521363372331802,0.15800000000000003,0.05840890343089827,92.90476190476191,2.790045473015914,76.0,5.513619500836088,81.70263070263071,5.513619500836088,10.0,linear
17,"('MED1', 'MED4', 'MED7')",svm,82.77777777777779,2.5055493963954847,70.0,5.0990195135927845,95.5,2.867926079939997,0.45466666666666666,0.12432591577516462,96.00000000000001,2.5298221281347026,70.0,5.0990195135927845,79.4920634920635,5.0990195135927845,1.0,linear
33,"('MED1', 'MED8', 'MED9')",svm,82.77777777777779,2.5055493963954856,76.0,4.732863826479692,89.0,3.521363372331802,0.917,0.028286038959175603,90.07142857142858,3.2300407528862727,76.0,4.732863826479692,81.16727716727719,4.732863826479692,10.0,linear
31,"('MED1', 'MED7', 'MED9')",svm,82.77777777777779,2.5055493963954847,72.0,5.059644256269407,93.5,3.1662280397975118,0.633,0.12814093803308918,94.0,2.898275349237887,72.0,5.059644256269407,79.9920634920635,5.059644256269407,1.0,linear
1,"('MED1', 'MED2', 'MED4')",svm,82.77777777777779,2.5055493963954847,70.0,5.0990195135927845,95.5,2.867926079939997,0.9080000000000001,0.02887213189218974,96.00000000000001,2.5298221281347026,70.0,5.0990195135927845,79.4920634920635,5.0990195135927845,1.0,linear
20,"('MED1', 'MED4', 'MED10')",svm,82.77777777777779,2.877112750272011,76.0,4.732863826479692,89.0,3.521363372331802,0.15800000000000003,0.05840890343089827,89.23809523809524,3.683757324690496,76.0,4.732863826479692,81.2863247863248,4.732863826479692,10.0,linear
25,"('MED1', 'MED5', 'MED10')",svm,82.77777777777779,2.877112750272011,76.0,4.732863826479692,89.0,3.521363372331802,0.15600000000000003,0.058569616696714004,89.23809523809524,3.683757324690496,76.0,4.732863826479692,81.2863247863248,4.732863826479692,10.0,linear
7,"('MED1', 'MED2', 'MED10')",svm,82.77777777777779,2.5055493963954856,74.0,6.356099432828281,90.99999999999999,3.521363372331802,0.15800000000000003,0.05840890343089827,92.90476190476191,2.790045473015914,74.0,6.356099432828281,79.91691641691642,6.356099432828281,10.0,linear
30,"('MED1', 'MED7', 'MED8')",svm,81.7777777777778,2.39443799947573,74.0,4.939635614091388,89.0,3.521363372331802,0.766,0.09992196955624923,90.07142857142858,3.2300407528862727,74.0,4.939635614091388,79.77838827838828,4.939635614091388,10.0,linear
32,"('MED1', 'MED7', 'MED10')",svm,81.7777777777778,3.1198290551460244,74.0,5.692099788303082,89.0,3.521363372331802,0.153,0.04911313469938566,89.23809523809524,3.683757324690496,74.0,5.692099788303082,79.5006105006105,5.692099788303082,10.0,linear
34,"('MED1', 'MED8', 'MED10')",svm,81.7777777777778,3.1198290551460244,74.0,5.692099788303082,89.0,3.521363372331802,0.24866666666666667,0.0946657276948738,89.23809523809524,3.683757324690496,74.0,5.692099788303082,79.5006105006105,5.692099788303082,10.0,linear
22,"('MED1', 'MED5', 'MED7')",svm,81.7777777777778,3.1198290551460244,76.0,3.794733192202055,86.99999999999999,4.42718872423573,0.7276666666666667,0.09914753316816981,88.07142857142858,4.24990996303187,76.0,3.794733192202055,80.95299145299147,3.794733192202055,10.0,linear
