,metric,info_clf,mean_accuracy,std_accuracy,mean_sensitivity,std_sensitivity,mean_specificity,std_specificity,mean_auc,std_auc,mean_precision,std_precision,mean_recall,std_recall,mean_f1,std_f1
0,MED1,lda,77.27272727272727,2.9457912265490274,52.91666666666666,7.684083477480503,100.0,0.0,0.9107142857142858,0.023977975532925966,90.0,9.486832980505138,52.91666666666666,7.684083477480503,65.07326007326006,8.3409404557683
1,MED2,lda,66.36363636363637,3.867644979305936,48.33333333333334,10.003471619615084,92.32142857142858,5.933571471564428,0.795,0.04773224640574521,81.75000000000001,10.476461711856727,48.33333333333334,10.003471619615084,53.2045732045732,8.017186445446603
8,MED9,lda,50.0,4.116084153698826,79.58333333333334,8.300978857941994,28.47619047619047,7.082859127784221,0.6902380952380953,0.04070168281689326,54.00505050505051,4.7799877968918345,79.58333333333334,8.300978857941994,59.07064504123327,4.383974345051568
2,MED3,lda,49.09090909090909,5.331955744950975,65.41666666666667,10.508759573697448,55.99999999999999,14.6424041741785,0.6915476190476191,0.051962192452247855,69.46969696969695,9.497262908586922,65.41666666666667,10.508759573697448,52.507936507936506,4.880522629164508
7,MED8,lda,48.18181818181818,3.162277660168379,80.41666666666669,6.6156905241335995,26.285714285714278,9.827722370118467,0.7196428571428571,0.04333570440922809,55.57070707070707,6.899640777081814,80.41666666666669,6.6156905241335995,59.41355213414037,3.030519671738449
3,MED4,lda,43.63636363636363,3.5906213923875447,80.0,10.338036564067666,23.333333333333332,11.595018087284057,0.4671428571428571,0.048102074007359844,54.99999999999999,6.91032019898682,80.0,10.338036564067666,54.46362787539258,5.072947196589739
5,MED6,lda,42.72727272727273,4.644378099798109,77.5,12.474974949874648,26.666666666666668,13.165611772087665,0.3710714285714286,0.06545195438895109,38.57142857142858,7.8139307595253715,77.5,12.474974949874648,49.46218487394958,8.516506084056047
4,MED5,lda,40.90909090909091,3.692744729379981,75.0,12.747548783981962,26.666666666666668,13.165611772087665,0.6290476190476191,0.05437654264499239,38.0,7.480884731342701,75.0,12.747548783981962,47.61603102779574,8.02015152796048
9,MED10,lda,40.90909090909091,3.692744729379981,77.5,12.474974949874648,20.0,12.64911064067352,0.3485714285714286,0.07273737432422733,36.666666666666664,6.809084840390546,77.5,12.474974949874648,48.52100840336135,8.220694198284672
6,MED7,lda,39.09090909090909,3.4136333373670147,71.25,13.925022441633622,30.0,14.491376746189438,0.32595238095238094,0.05677705334770441,40.0,8.738628975053029,71.25,13.925022441633622,43.68440709617181,8.202876227322466
