,metric,info_clf,mean_accuracy,std_accuracy,mean_sensitivity,std_sensitivity,mean_specificity,std_specificity,mean_auc,std_auc,mean_precision,std_precision,mean_recall,std_recall,mean_f1,std_f1
5,"('MED1', 'MED2', 'MED3', 'MED4', 'MED6', 'MED7', 'MED8', 'MED9', 'MED10')",lda,74.54545454545455,2.8167151608781213,53.75,8.62912542240264,93.41666666666667,3.5127743072012656,0.8752380952380954,0.031246224261696726,83.57142857142857,9.356870225035895,53.75,8.62912542240264,62.501831501831504,8.056483319628418
6,"('MED1', 'MED2', 'MED3', 'MED5', 'MED6', 'MED7', 'MED8', 'MED9', 'MED10')",lda,74.54545454545455,3.352561620833777,53.75,9.546123413314026,93.98809523809524,3.331685391963114,0.8504761904761905,0.034624729343146754,82.73809523809523,9.46597020049898,53.75,9.546123413314026,61.16416916416916,8.939251269723892
0,"('MED1', 'MED2', 'MED3', 'MED4', 'MED5', 'MED6', 'MED7', 'MED8', 'MED9')",lda,73.63636363636364,3.0013770944034874,52.5,8.399735445569435,93.41666666666667,3.5127743072012656,0.8654761904761905,0.0268023757704196,83.33333333333334,9.354143466934852,52.5,8.399735445569435,61.64468864468865,7.910022878664094
4,"('MED1', 'MED2', 'MED3', 'MED4', 'MED5', 'MED7', 'MED8', 'MED9', 'MED10')",lda,73.63636363636364,3.0013770944034874,52.5,8.399735445569435,93.41666666666667,3.5127743072012656,0.8654761904761905,0.0268023757704196,83.33333333333334,9.354143466934852,52.5,8.399735445569435,61.64468864468865,7.910022878664094
1,"('MED1', 'MED2', 'MED3', 'MED4', 'MED5', 'MED6', 'MED7', 'MED8', 'MED10')",lda,72.72727272727273,3.4015067152490377,50.83333333333333,8.913161304747293,93.41666666666667,3.5127743072012656,0.8721428571428571,0.03033785568441423,83.33333333333334,9.354143466934852,50.83333333333333,8.913161304747293,59.501831501831504,8.467094888445363
3,"('MED1', 'MED2', 'MED3', 'MED4', 'MED5', 'MED6', 'MED8', 'MED9', 'MED10')",lda,72.72727272727273,3.149183286488868,52.08333333333333,9.152451098536998,91.98809523809523,3.506474817570847,0.844404761904762,0.03634757958860691,80.23809523809524,9.305838997950818,52.08333333333333,9.152451098536998,59.4065934065934,8.603043976193641
7,"('MED1', 'MED2', 'MED4', 'MED5', 'MED6', 'MED7', 'MED8', 'MED9', 'MED10')",lda,72.72727272727273,3.149183286488868,50.83333333333333,8.913161304747293,93.98809523809524,3.331685391963114,0.8477380952380953,0.037925010295261505,82.5,9.461177986323314,50.83333333333333,8.913161304747293,59.21611721611721,8.469751971951055
8,"('MED1', 'MED3', 'MED4', 'MED5', 'MED6', 'MED7', 'MED8', 'MED9', 'MED10')",lda,72.72727272727273,3.149183286488868,52.08333333333333,9.152451098536998,91.98809523809523,3.506474817570847,0.836309523809524,0.03558000550004482,80.23809523809524,9.305838997950818,52.08333333333333,9.152451098536998,59.4065934065934,8.603043976193641
2,"('MED1', 'MED2', 'MED3', 'MED4', 'MED5', 'MED6', 'MED7', 'MED9', 'MED10')",lda,71.81818181818183,3.2651427265578126,50.83333333333333,8.913161304747293,91.98809523809523,3.506474817570847,0.8513095238095237,0.033744257090967573,80.0,9.294562329065789,50.83333333333333,8.913161304747293,58.54945054945054,8.434648295747856
9,"('MED2', 'MED3', 'MED4', 'MED5', 'MED6', 'MED7', 'MED8', 'MED9', 'MED10')",lda,66.36363636363637,3.413633337367016,48.75,8.641188511361667,86.54761904761902,4.536479750431726,0.698095238095238,0.061648783948738815,74.33333333333333,9.50789145920377,48.75,8.641188511361667,54.35897435897436,7.403371273346022
