,metric,info_clf,mean_accuracy,std_accuracy,mean_sensitivity,std_sensitivity,mean_specificity,std_specificity,mean_auc,std_auc,mean_precision,std_precision,mean_recall,std_recall,mean_f1,std_f1
30,"('MED1', 'MED7', 'MED8')",lda,79.0909090909091,4.0757294129927075,59.583333333333336,9.754806507563336,96.66666666666666,3.162277660168379,0.9065476190476189,0.024893338224952058,88.57142857142858,9.432899439553816,59.583333333333336,9.754806507563336,68.5018315018315,9.290033674710397
34,"('MED1', 'MED8', 'MED10')",lda,79.0909090909091,4.0757294129927075,59.583333333333336,9.754806507563336,96.66666666666666,3.162277660168379,0.8922619047619047,0.027210780718340058,88.57142857142858,9.432899439553816,59.583333333333336,9.754806507563336,68.5018315018315,9.290033674710397
33,"('MED1', 'MED8', 'MED9')",lda,79.0909090909091,4.0757294129927075,59.583333333333336,9.754806507563336,96.66666666666666,3.162277660168379,0.8998809523809523,0.02908928023327143,88.57142857142858,9.432899439553816,59.583333333333336,9.754806507563336,68.5018315018315,9.290033674710397
12,"('MED1', 'MED3', 'MED8')",lda,78.18181818181819,4.302603478617901,58.33333333333333,9.628516673576119,96.66666666666666,3.162277660168379,0.9002380952380953,0.02392401046321438,88.33333333333334,9.442810316143529,58.33333333333333,9.628516673576119,67.64468864468864,9.219264372354392
5,"('MED1', 'MED2', 'MED8')",lda,78.18181818181819,4.302603478617901,58.33333333333333,9.628516673576119,96.66666666666666,3.162277660168379,0.9035714285714287,0.023663840015158963,88.33333333333334,9.442810316143529,58.33333333333333,9.628516673576119,67.64468864468864,9.219264372354392
27,"('MED1', 'MED6', 'MED8')",lda,78.18181818181819,4.302603478617901,58.33333333333333,9.789450103725608,96.66666666666666,3.162277660168379,0.8797619047619047,0.030400762312914935,88.57142857142858,9.432899439553816,58.33333333333333,9.789450103725608,67.47619047619048,9.247920646349597
2,"('MED1', 'MED2', 'MED5')",lda,77.27272727272727,3.9101478486557393,56.666666666666664,9.017729450612523,98.00000000000001,1.897366596101027,0.9178571428571429,0.02333090366358828,87.5,9.519716382329884,56.666666666666664,9.017729450612523,66.61838161838162,9.006981843570976
22,"('MED1', 'MED5', 'MED7')",lda,77.27272727272727,3.9101478486557393,57.91666666666667,9.175185435607162,94.66666666666667,3.5023801430836525,0.9186904761904762,0.023898672388861127,86.07142857142858,9.428165575680616,57.91666666666667,9.175185435607162,66.92607392607393,9.046826190807607
15,"('MED1', 'MED4', 'MED5')",lda,77.27272727272727,3.9101478486557393,57.91666666666667,9.175185435607162,94.66666666666667,3.5023801430836525,0.9120238095238096,0.027738069691384096,86.07142857142858,9.428165575680616,57.91666666666667,9.175185435607162,66.92607392607393,9.046826190807607
31,"('MED1', 'MED7', 'MED9')",lda,77.27272727272727,3.9101478486557393,57.91666666666667,9.175185435607162,94.66666666666667,3.5023801430836525,0.9096428571428572,0.024038452991451475,86.07142857142858,9.428165575680616,57.91666666666667,9.175185435607162,66.92607392607393,9.046826190807607
23,"('MED1', 'MED5', 'MED8')",lda,76.36363636363637,4.106032651140441,56.666666666666664,9.017729450612523,94.66666666666667,3.5023801430836525,0.9073809523809524,0.023594745562107458,85.83333333333334,9.43177254461394,56.666666666666664,9.017729450612523,66.06893106893106,8.959076076619871
24,"('MED1', 'MED5', 'MED9')",lda,76.36363636363637,4.106032651140441,56.666666666666664,9.017729450612523,94.66666666666667,3.5023801430836525,0.9178571428571429,0.02333090366358828,85.83333333333334,9.43177254461394,56.666666666666664,9.017729450612523,66.06893106893106,8.959076076619871
0,"('MED1', 'MED2', 'MED3')",lda,76.36363636363637,2.9317300902903813,51.66666666666666,7.4115150647863866,100.0,0.0,0.9107142857142858,0.023977975532925966,90.0,9.486832980505138,51.66666666666666,7.4115150647863866,64.19413919413918,8.163189605372947
26,"('MED1', 'MED6', 'MED7')",lda,76.36363636363637,3.2012394293925475,51.66666666666666,7.6194196337749736,100.0,0.0,0.9023809523809524,0.0276841392249398,90.0,9.486832980505138,51.66666666666666,7.6194196337749736,64.04761904761904,8.251502989595386
19,"('MED1', 'MED4', 'MED9')",lda,76.36363636363637,4.106032651140441,56.666666666666664,9.017729450612523,94.66666666666667,3.5023801430836525,0.9134523809523809,0.02273345128343331,85.83333333333334,9.43177254461394,56.666666666666664,9.017729450612523,66.06893106893106,8.959076076619871
32,"('MED1', 'MED7', 'MED10')",lda,76.36363636363637,3.2012394293925475,51.66666666666666,7.6194196337749736,100.0,0.0,0.9065476190476192,0.025593992217739756,90.0,9.486832980505138,51.66666666666666,7.6194196337749736,64.04761904761904,8.251502989595386
35,"('MED1', 'MED9', 'MED10')",lda,76.36363636363637,3.681537587512107,54.16666666666667,8.819171036881968,96.66666666666666,3.162277660168379,0.9054761904761905,0.02424085492756078,88.33333333333334,9.442810316143529,54.16666666666667,8.819171036881968,64.83083583083584,8.711554573501056
