,metric,info_clf,mean_accuracy,std_accuracy,mean_sensitivity,std_sensitivity,mean_specificity,std_specificity,mean_auc,std_auc,mean_precision,std_precision,mean_recall,std_recall,mean_f1,std_f1
0,MED1,qda,81.81818181818181,3.856946079199349,66.25,9.325331391192247,94.66666666666667,3.5023801430836525,0.8940476190476192,0.03045199932744234,86.75,9.381164639851493,66.25,9.325331391192247,73.40367965367965,8.972048318150053
1,MED2,qda,71.81818181818183,4.887156383896587,49.58333333333334,10.247797866425309,98.57142857142858,1.3552618543578774,0.7459523809523809,0.06657417052735914,88.00000000000001,9.465727652959385,49.58333333333334,10.247797866425309,58.62914862914863,9.389140354554034
2,MED3,qda,62.727272727272734,5.522306381268159,33.33333333333333,8.014743359029728,98.57142857142858,1.3552618543578774,0.6988095238095238,0.05708007463760817,77.5,12.474974949874648,33.33333333333333,8.014743359029728,43.36724386724386,8.939838245267753
7,MED8,qda,53.63636363636364,3.5091380119306876,91.25,4.6937458388796465,10.57142857142857,5.436835814466848,0.4235714285714286,0.06071423902892696,52.63636363636364,4.569843659730622,91.25,4.6937458388796465,65.10971055088703,4.109084536209386
3,MED4,qda,51.81818181818182,4.0757294129927075,13.333333333333334,7.260050504874833,87.14285714285715,9.356870225035895,0.5821428571428572,0.05168586432893012,36.666666666666664,14.491376746189436,13.333333333333334,7.260050504874833,16.503267973856207,7.580748475418697
5,MED6,qda,51.81818181818182,4.273694281288421,10.0,8.253787009609589,88.57142857142858,9.432899439553815,0.6789285714285714,0.07270448720895746,17.0,10.959014554237987,10.0,8.253787009609589,10.0,7.445273585667091
8,MED9,qda,50.90909090909091,3.899565561732221,85.83333333333334,4.830458915396478,12.476190476190474,4.689835585937875,0.3754761904761905,0.05301355022950743,51.348484848484844,5.195730482169232,85.83333333333334,4.830458915396478,62.47976370035193,4.508574059098681
6,MED7,qda,50.0,4.499770425732574,5.0,2.622022120425379,98.57142857142858,1.3552618543578774,0.6880952380952381,0.058644940318354065,25.0,12.747548783981962,5.0,2.622022120425379,7.777777777777778,3.8650060290946855
9,MED10,qda,50.0,4.499770425732574,7.5,7.1151247353788545,88.57142857142858,9.432899439553815,0.6111904761904762,0.07906844963631927,6.666666666666667,6.324555320336758,7.5,7.1151247353788545,7.0588235294117645,6.696587986238921
4,MED5,qda,49.09090909090909,3.681537587512106,17.916666666666664,9.593291927174945,82.97619047619047,8.706036298293895,0.6733333333333333,0.05971450406278907,30.277777777777775,13.231381048267199,17.916666666666664,9.593291927174945,16.31610219845514,8.01861794917636
