,metric,info_clf,mean_accuracy,std_accuracy,mean_sensitivity,std_sensitivity,mean_specificity,std_specificity,mean_auc,std_auc,mean_precision,std_precision,mean_recall,std_recall,mean_f1,std_f1
25,"('MED1', 'MED2', 'MED8', 'MED9')",qda,79.0909090909091,4.462886439503119,68.33333333333333,9.863653819283535,88.47619047619047,4.126019423267314,0.8958333333333334,0.025299369687325483,80.08333333333333,9.009601360030679,68.33333333333333,9.863653819283535,71.8531746031746,9.001487185012826
15,"('MED1', 'MED2', 'MED5', 'MED8')",qda,78.18181818181819,3.681537587512107,65.0,9.283348294422415,91.80952380952381,3.533320497987212,0.9028571428571428,0.02561167799826128,81.75000000000001,9.206315766906977,65.0,9.283348294422415,70.40262515262515,8.591441568744195
16,"('MED1', 'MED2', 'MED5', 'MED9')",qda,78.18181818181819,3.681537587512107,65.0,9.283348294422415,91.80952380952381,3.533320497987212,0.8946428571428571,0.022720480586801813,81.75000000000001,9.206315766906977,65.0,9.283348294422415,70.40262515262515,8.591441568744195
36,"('MED1', 'MED3', 'MED5', 'MED8')",qda,77.27272727272727,3.461715048119958,60.83333333333334,8.763877883423271,91.80952380952381,3.533320497987212,0.9125,0.020559251521620425,80.91666666666667,9.30087361488156,60.83333333333334,8.763877883423271,67.70781995781996,8.37129811002198
37,"('MED1', 'MED3', 'MED5', 'MED9')",qda,77.27272727272727,3.461715048119958,60.83333333333334,8.763877883423271,91.80952380952381,3.533320497987212,0.8903571428571428,0.021778524704901284,80.91666666666667,9.30087361488156,60.83333333333334,8.763877883423271,67.70781995781996,8.37129811002198
10,"('MED1', 'MED2', 'MED4', 'MED8')",qda,77.27272727272727,4.116084153698826,65.0,9.283348294422415,89.80952380952381,4.561596569766568,0.8916666666666666,0.023675815037440096,80.25,9.423706807833105,65.0,9.283348294422415,69.8571706071706,8.67268520465368
11,"('MED1', 'MED2', 'MED4', 'MED9')",qda,77.27272727272727,3.9101478486557393,65.0,9.283348294422415,88.47619047619047,4.126019423267314,0.8952380952380953,0.023395810427899927,80.08333333333333,9.009601360030679,65.0,9.283348294422415,69.85317460317461,8.565514659564826
31,"('MED1', 'MED3', 'MED4', 'MED8')",qda,76.36363636363637,3.899565561732221,60.83333333333334,8.763877883423271,89.80952380952381,4.561596569766568,0.8976190476190476,0.021283237311936137,79.41666666666667,9.502960065158645,60.83333333333334,8.763877883423271,67.1623654123654,8.437253921046025
28,"('MED1', 'MED3', 'MED4', 'MED5')",qda,76.36363636363637,3.449757447456413,60.83333333333334,8.763877883423271,88.47619047619047,4.126019423267314,0.876309523809524,0.0261262470001515,79.48809523809524,9.10442769983356,60.83333333333334,8.763877883423271,67.1363913863914,8.265266347622383
32,"('MED1', 'MED3', 'MED4', 'MED9')",qda,76.36363636363637,3.899565561732221,60.83333333333334,8.763877883423271,89.80952380952381,4.561596569766568,0.8978571428571428,0.023134968281145626,79.41666666666667,9.502960065158645,60.83333333333334,8.763877883423271,67.1623654123654,8.437253921046025
